,Data,Produto,Estado,Área Colhida (ha),Área Plantada (ha),Produção (t),Rendimento Médio (kg/ha),Temperatura Media,Precipitacao Total,Pressao Atmosferica Media,Vento Velocidade Media
236,marco 2016,1.9 Feijao (2 Safra),Parana,210816.0,,410103.0,1945.0,22.2,77.73,823.95,1.27
237,marco 2016,1.10 Feijao (3 Safra),Parana,2676.0,,4738.0,1771.0,22.2,77.73,823.95,1.27
238,marco 2016,1.13 Milho (1 Safra),Parana,423890.0,,3448940.0,8136.0,22.2,77.73,823.95,1.27
239,marco 2016,1.14 Milho (2 Safra),Parana,2153483.0,,12638803.0,5869.0,22.2,77.73,823.95,1.27
240,marco 2016,1.15 Soja,Parana,5442435.0,,17193813.0,3159.0,22.2,77.73,823.95,1.27
241,marco 2016,1.17 Trigo,Parana,1198205.0,,3600164.0,3005.0,22.2,77.73,823.95,1.27
242,marco 2016,15 Fumo,Parana,73715.0,,148992.0,2021.0,22.2,77.73,823.95,1.27
243,abril 2016,1.4 Arroz,Parana,26260.0,,141857.0,5402.0,21.58,64.92,902.53,1.28
244,abril 2016,1.8 Feijao (1 Safra),Parana,180149.0,,284549.0,1580.0,21.58,64.92,902.53,1.28
245,abril 2016,1.9 Feijao (2 Safra),Parana,210816.0,,410103.0,1945.0,21.58,64.92,902.53,1.28
246,abril 2016,1.10 Feijao (3 Safra),Parana,2676.0,,4738.0,1771.0,21.58,64.92,902.53,1.28
247,abril 2016,1.13 Milho (1 Safra),Parana,423695.0,,3409668.0,8047.0,21.58,64.92,902.53,1.28
248,abril 2016,1.14 Milho (2 Safra),Parana,2207068.0,,12398712.0,5618.0,21.58,64.92,902.53,1.28
249,abril 2016,1.15 Soja,Parana,5445370.0,,17100496.0,3140.0,21.58,64.92,902.53,1.28
250,abril 2016,1.17 Trigo,Parana,1155605.0,,3476333.0,3008.0,21.58,64.92,902.53,1.28
251,abril 2016,15 Fumo,Parana,73715.0,,148992.0,2021.0,21.58,64.92,902.53,1.28
252,maio 2016,1.4 Arroz,Parana,26254.0,,141771.0,5400.0,13.43,119.54,785.99,1.12
253,maio 2016,1.8 Feijao (1 Safra),Parana,180149.0,,284549.0,1580.0,13.43,119.54,785.99,1.12
254,maio 2016,1.9 Feijao (2 Safra),Parana,205459.0,,318262.0,1549.0,13.43,119.54,785.99,1.12
255,maio 2016,1.10 Feijao (3 Safra),Parana,5199.0,,6017.0,1157.0,13.43,119.54,785.99,1.12
256,maio 2016,1.13 Milho (1 Safra),Parana,423695.0,,3406860.0,8041.0,13.43,119.54,785.99,1.12
257,maio 2016,1.14 Milho (2 Safra),Parana,2205925.0,,12209986.0,5535.0,13.43,119.54,785.99,1.12
258,maio 2016,1.15 Soja,Parana,5445370.0,,17100496.0,3140.0,13.43,119.54,785.99,1.12
259,maio 2016,1.17 Trigo,Parana,1148251.0,,3471037.0,3023.0,13.43,119.54,785.99,1.12
260,maio 2016,15 Fumo,Parana,73715.0,,148992.0,2021.0,13.43,119.54,785.99,1.12
261,junho 2016,1.4 Arroz,Parana,26254.0,,141771.0,5400.0,12.53,54.52,828.39,0.98
262,junho 2016,1.8 Feijao (1 Safra),Parana,180149.0,,284549.0,1580.0,12.53,54.52,828.39,0.98
263,junho 2016,1.9 Feijao (2 Safra),Parana,207425.0,,312336.0,1506.0,12.53,54.52,828.39,0.98
264,junho 2016,1.10 Feijao (3 Safra),Parana,5199.0,,6017.0,1157.0,12.53,54.52,828.39,0.98
265,junho 2016,1.13 Milho (1 Safra),Parana,423695.0,,3406860.0,8041.0,12.53,54.52,828.39,0.98
266,junho 2016,1.14 Milho (2 Safra),Parana,2191631.0,,11408211.0,5205.0,12.53,54.52,828.39,0.98
267,junho 2016,1.15 Soja,Parana,5444891.0,,16969660.0,3117.0,12.53,54.52,828.39,0.98
268,junho 2016,1.17 Trigo,Parana,1131432.0,,3400796.0,3006.0,12.53,54.52,828.39,0.98
269,junho 2016,15 Fumo,Parana,73715.0,,148992.0,2021.0,12.53,54.52,828.39,0.98
270,julho 2016,1.4 Arroz,Parana,26254.0,,141771.0,5400.0,16.01,42.08,945.7,1.5
271,julho 2016,1.8 Feijao (1 Safra),Parana,180149.0,,284549.0,1580.0,16.01,42.08,945.7,1.5
272,julho 2016,1.9 Feijao (2 Safra),Parana,207425.0,,312336.0,1506.0,16.01,42.08,945.7,1.5
273,julho 2016,1.10 Feijao (3 Safra),Parana,5199.0,,6017.0,1157.0,16.01,42.08,945.7,1.5
274,julho 2016,1.13 Milho (1 Safra),Parana,423695.0,,3406860.0,8041.0,16.01,42.08,945.7,1.5
275,julho 2016,1.14 Milho (2 Safra),Parana,2196169.0,,11232849.0,5115.0,16.01,42.08,945.7,1.5
276,julho 2016,1.15 Soja,Parana,5444891.0,,16969660.0,3117.0,16.01,42.08,945.7,1.5
277,julho 2016,1.17 Trigo,Parana,1095754.0,,3347529.0,3055.0,16.01,42.08,945.7,1.5
278,julho 2016,15 Fumo,Parana,73715.0,,148992.0,2021.0,16.01,42.08,945.7,1.5
279,agosto 2016,1.4 Arroz,Parana,26254.0,,141771.0,5400.0,15.22,87.85,799.7,1.25
280,agosto 2016,1.8 Feijao (1 Safra),Parana,180149.0,,284549.0,1580.0,15.22,87.85,799.7,1.25
281,agosto 2016,1.9 Feijao (2 Safra),Parana,207425.0,,312336.0,1506.0,15.22,87.85,799.7,1.25
282,agosto 2016,1.10 Feijao (3 Safra),Parana,5199.0,,6017.0,1157.0,15.22,87.85,799.7,1.25
283,agosto 2016,1.13 Milho (1 Safra),Parana,423695.0,,3406860.0,8041.0,15.22,87.85,799.7,1.25
284,agosto 2016,1.14 Milho (2 Safra),Parana,2198309.0,,10910484.0,4963.0,15.22,87.85,799.7,1.25
285,agosto 2016,1.15 Soja,Parana,5444891.0,,16969660.0,3117.0,15.22,87.85,799.7,1.25
286,agosto 2016,1.17 Trigo,Parana,1081784.0,,3301870.0,3052.0,15.22,87.85,799.7,1.25
287,agosto 2016,15 Fumo,Parana,73715.0,,148992.0,2021.0,15.22,87.85,799.7,1.25
288,setembro 2016,1.4 Arroz,Parana,26254.0,,141771.0,5400.0,17.96,40.75,907.47,1.63
289,setembro 2016,1.8 Feijao (1 Safra),Parana,180149.0,,284549.0,1580.0,17.96,40.75,907.47,1.63
290,setembro 2016,1.9 Feijao (2 Safra),Parana,207425.0,,312336.0,1506.0,17.96,40.75,907.47,1.63
291,setembro 2016,1.10 Feijao (3 Safra),Parana,5199.0,,6017.0,1157.0,17.96,40.75,907.47,1.63
292,setembro 2016,1.13 Milho (1 Safra),Parana,423695.0,,3406860.0,8041.0,17.96,40.75,907.47,1.63
293,setembro 2016,1.14 Milho (2 Safra),Parana,2198799.0,,10517283.0,4783.0,17.96,40.75,907.47,1.63
294,setembro 2016,1.15 Soja,Parana,5444891.0,,16969660.0,3117.0,17.96,40.75,907.47,1.63
295,setembro 2016,1.17 Trigo,Parana,1083534.0,,3245016.0,2995.0,17.96,40.75,907.47,1.63
296,setembro 2016,15 Fumo,Parana,73715.0,,148992.0,2021.0,17.96,40.75,907.47,1.63
297,outubro 2016,1.4 Arroz,Parana,26254.0,,141771.0,5400.0,20.15,143.93,941.26,2.08
298,outubro 2016,1.8 Feijao (1 Safra),Parana,180149.0,,284549.0,1580.0,20.15,143.93,941.26,2.08
299,outubro 2016,1.9 Feijao (2 Safra),Parana,207425.0,,312336.0,1506.0,20.15,143.93,941.26,2.08
300,outubro 2016,1.10 Feijao (3 Safra),Parana,5199.0,,6017.0,1157.0,20.15,143.93,941.26,2.08
301,outubro 2016,1.13 Milho (1 Safra),Parana,423695.0,,3406860.0,8041.0,20.15,143.93,941.26,2.08
302,outubro 2016,1.14 Milho (2 Safra),Parana,2198799.0,,10517283.0,4783.0,20.15,143.93,941.26,2.08
303,outubro 2016,1.15 Soja,Parana,5444891.0,,16969660.0,3117.0,20.15,143.93,941.26,2.08
304,outubro 2016,1.17 Trigo,Parana,1084194.0,,3270518.0,3017.0,20.15,143.93,941.26,2.08
305,outubro 2016,15 Fumo,Parana,73715.0,,148992.0,2021.0,20.15,143.93,941.26,2.08
306,novembro 2016,1.4 Arroz,Parana,26254.0,,141771.0,5400.0,20.89,82.38,869.25,1.87
307,novembro 2016,1.8 Feijao (1 Safra),Parana,180149.0,,284549.0,1580.0,20.89,82.38,869.25,1.87
308,novembro 2016,1.9 Feijao (2 Safra),Parana,207425.0,,312336.0,1506.0,20.89,82.38,869.25,1.87
309,novembro 2016,1.10 Feijao (3 Safra),Parana,5199.0,,6017.0,1157.0,20.89,82.38,869.25,1.87
310,novembro 2016,1.13 Milho (1 Safra),Parana,423695.0,,3406860.0,8041.0,20.89,82.38,869.25,1.87
311,novembro 2016,1.14 Milho (2 Safra),Parana,2198799.0,,10517283.0,4783.0,20.89,82.38,869.25,1.87
312,novembro 2016,1.15 Soja,Parana,5444891.0,,16969660.0,3117.0,20.89,82.38,869.25,1.87
313,novembro 2016,1.17 Trigo,Parana,1084294.0,,3383850.0,3121.0,20.89,82.38,869.25,1.87
314,novembro 2016,15 Fumo,Parana,73715.0,,148992.0,2021.0,20.89,82.38,869.25,1.87
315,dezembro 2016,1.4 Arroz,Parana,26107.0,,117472.0,4500.0,21.81,168.14,868.66,1.63
316,dezembro 2016,1.8 Feijao (1 Safra),Parana,184854.0,,294005.0,1590.0,21.81,168.14,868.66,1.63
317,dezembro 2016,1.9 Feijao (2 Safra),Parana,204177.0,,303909.0,1488.0,21.81,168.14,868.66,1.63
318,dezembro 2016,1.10 Feijao (3 Safra),Parana,4663.0,,2194.0,471.0,21.81,168.14,868.66,1.63
319,dezembro 2016,1.13 Milho (1 Safra),Parana,413440.0,,3303508.0,7990.0,21.81,168.14,868.66,1.63
320,dezembro 2016,1.14 Milho (2 Safra),Parana,2197893.0,,10420666.0,4741.0,21.81,168.14,868.66,1.63
321,dezembro 2016,1.15 Soja,Parana,5449462.0,,16824385.0,3087.0,21.81,168.14,868.66,1.63
322,dezembro 2016,1.17 Trigo,Parana,1084294.0,,3383850.0,3121.0,21.81,168.14,868.66,1.63
323,dezembro 2016,15 Fumo,Parana,73696.0,,147991.0,2008.0,21.81,168.14,868.66,1.63
324,janeiro 2017,1.4 Arroz,Parana,25848.0,,161921.0,6264.0,21.5,157.6,833.0,1.43
325,janeiro 2017,1.8 Feijao (1 Safra),Parana,197931.0,,350139.0,1769.0,21.5,157.6,833.0,1.43
326,janeiro 2017,1.9 Feijao (2 Safra),Parana,218378.0,,405511.0,1857.0,21.5,157.6,833.0,1.43
327,janeiro 2017,1.10 Feijao (3 Safra),Parana,4913.0,,5262.0,1071.0,21.5,157.6,833.0,1.43
328,janeiro 2017,1.13 Milho (1 Safra),Parana,500587.0,,4400229.0,8790.0,21.5,157.6,833.0,1.43
329,janeiro 2017,1.14 Milho (2 Safra),Parana,2301622.0,,13479636.0,5857.0,21.5,157.6,833.0,1.43
330,janeiro 2017,1.15 Soja,Parana,5349774.0,,18524206.0,3463.0,21.5,157.6,833.0,1.43
331,janeiro 2017,1.17 Trigo,Parana,1084294.0,,2880969.0,2657.0,21.5,157.6,833.0,1.43
332,janeiro 2017,15 Fumo,Parana,78911.0,,186121.0,2359.0,21.5,157.6,833.0,1.43
333,fevereiro 2017,1.4 Arroz,Parana,25076.0,,161636.0,6446.0,20.41,110.53,798.15,1.46
334,fevereiro 2017,1.8 Feijao (1 Safra),Parana,197981.0,,361644.0,1827.0,20.41,110.53,798.15,1.46
335,fevereiro 2017,1.9 Feijao (2 Safra),Parana,221478.0,,407771.0,1841.0,20.41,110.53,798.15,1.46
336,fevereiro 2017,1.10 Feijao (3 Safra),Parana,4913.0,,5262.0,1071.0,20.41,110.53,798.15,1.46
337,fevereiro 2017,1.13 Milho (1 Safra),Parana,500587.0,,4434675.0,8859.0,20.41,110.53,798.15,1.46
338,fevereiro 2017,1.14 Milho (2 Safra),Parana,2281422.0,,13370101.0,5860.0,20.41,110.53,798.15,1.46
339,fevereiro 2017,1.15 Soja,Parana,5355174.0,,18809432.0,3512.0,20.41,110.53,798.15,1.46
340,fevereiro 2017,1.17 Trigo,Parana,1356958.0,,3869723.0,2852.0,20.41,110.53,798.15,1.46
341,fevereiro 2017,15 Fumo,Parana,77984.0,,183736.0,2356.0,20.41,110.53,798.15,1.46
342,marco 2017,1.4 Arroz,Parana,24876.0,,162716.0,6541.0,19.07,76.63,799.46,1.68
343,marco 2017,1.8 Feijao (1 Safra),Parana,197981.0,,361644.0,1827.0,19.07,76.63,799.46,1.68
344,marco 2017,1.9 Feijao (2 Safra),Parana,229660.0,,424341.0,1848.0,19.07,76.63,799.46,1.68
345,marco 2017,1.10 Feijao (3 Safra),Parana,3277.0,,3258.0,994.0,19.07,76.63,799.46,1.68
346,marco 2017,1.13 Milho (1 Safra),Parana,502747.0,,4609003.0,9168.0,19.07,76.63,799.46,1.68
347,marco 2017,1.14 Milho (2 Safra),Parana,2350592.0,,13665541.0,5814.0,19.07,76.63,799.46,1.68
348,marco 2017,1.15 Soja,Parana,5353745.0,,19234633.0,3593.0,19.07,76.63,799.46,1.68
349,marco 2017,1.17 Trigo,Parana,1048910.0,,3295429.0,3142.0,19.07,76.63,799.46,1.68
350,marco 2017,15 Fumo,Parana,77984.0,,184016.0,2360.0,19.07,76.63,799.46,1.68
351,abril 2017,1.4 Arroz,Parana,24876.0,,162716.0,6541.0,17.25,79.65,762.61,1.72
352,abril 2017,1.8 Feijao (1 Safra),Parana,197981.0,,361644.0,1827.0,17.25,79.65,762.61,1.72
353,abril 2017,1.9 Feijao (2 Safra),Parana,229660.0,,424341.0,1848.0,17.25,79.65,762.61,1.72
354,abril 2017,1.10 Feijao (3 Safra),Parana,3277.0,,3258.0,994.0,17.25,79.65,762.61,1.72
355,abril 2017,1.13 Milho (1 Safra),Parana,502806.0,,4646548.0,9241.0,17.25,79.65,762.61,1.72
356,abril 2017,1.14 Milho (2 Safra),Parana,2377932.0,,13877010.0,5836.0,17.25,79.65,762.61,1.72
357,abril 2017,1.15 Soja,Parana,5363973.0,,19584146.0,3651.0,17.25,79.65,762.61,1.72
358,abril 2017,1.17 Trigo,Parana,998980.0,,3149806.0,3153.0,17.25,79.65,762.61,1.72
359,abril 2017,15 Fumo,Parana,77984.0,,184016.0,2360.0,17.25,79.65,762.61,1.72
360,maio 2017,1.4 Arroz,Parana,25111.0,,163078.0,6494.0,17.23,162.21,868.18,1.8
361,maio 2017,1.8 Feijao (1 Safra),Parana,194051.0,,364687.0,1879.0,17.23,162.21,868.18,1.8
362,maio 2017,1.9 Feijao (2 Safra),Parana,237224.0,,412023.0,1737.0,17.23,162.21,868.18,1.8
363,maio 2017,1.10 Feijao (3 Safra),Parana,4265.0,,4394.0,1030.0,17.23,162.21,868.18,1.8
364,maio 2017,1.13 Milho (1 Safra),Parana,503606.0,,4765912.0,9464.0,17.23,162.21,868.18,1.8
365,maio 2017,1.14 Milho (2 Safra),Parana,2391542.0,,13827073.0,5782.0,17.23,162.21,868.18,1.8
366,maio 2017,1.15 Soja,Parana,5252733.0,,19536332.0,3719.0,17.23,162.21,868.18,1.8
367,maio 2017,1.17 Trigo,Parana,992470.0,,3119737.0,3143.0,17.23,162.21,868.18,1.8
368,maio 2017,15 Fumo,Parana,77514.0,,182897.0,2360.0,17.23,162.21,868.18,1.8
369,junho 2017,1.4 Arroz,Parana,25111.0,,163078.0,6494.0,13.67,89.38,722.54,1.47
370,junho 2017,1.8 Feijao (1 Safra),Parana,194051.0,,364687.0,1879.0,13.67,89.38,722.54,1.47
371,junho 2017,1.9 Feijao (2 Safra),Parana,237324.0,,355078.0,1496.0,13.67,89.38,722.54,1.47
372,junho 2017,1.10 Feijao (3 Safra),Parana,4595.0,,4798.0,1044.0,13.67,89.38,722.54,1.47
373,junho 2017,1.13 Milho (1 Safra),Parana,503606.0,,4765912.0,9464.0,13.67,89.38,722.54,1.47
374,junho 2017,1.14 Milho (2 Safra),Parana,2395682.0,,13864664.0,5787.0,13.67,89.38,722.54,1.47
375,junho 2017,1.15 Soja,Parana,5253033.0,,19618069.0,3735.0,13.67,89.38,722.54,1.47
376,junho 2017,1.17 Trigo,Parana,977320.0,,3068680.0,3140.0,13.67,89.38,722.54,1.47
377,junho 2017,15 Fumo,Parana,77514.0,,182897.0,2360.0,13.67,89.38,722.54,1.47
378,julho 2017,1.4 Arroz,Parana,25111.0,,163078.0,6494.0,12.2,3.25,763.42,1.84
379,julho 2017,1.8 Feijao (1 Safra),Parana,193434.0,,367848.0,1902.0,12.2,3.25,763.42,1.84
380,julho 2017,1.9 Feijao (2 Safra),Parana,246593.0,,338639.0,1373.0,12.2,3.25,763.42,1.84
381,julho 2017,1.10 Feijao (3 Safra),Parana,4444.0,,4532.0,1020.0,12.2,3.25,763.42,1.84
382,julho 2017,1.13 Milho (1 Safra),Parana,512533.0,,4889083.0,9539.0,12.2,3.25,763.42,1.84
383,julho 2017,1.14 Milho (2 Safra),Parana,2416021.0,,13714555.0,5677.0,12.2,3.25,763.42,1.84
384,julho 2017,1.15 Soja,Parana,5259903.0,,19647675.0,3735.0,12.2,3.25,763.42,1.84
385,julho 2017,1.17 Trigo,Parana,955835.0,,2820707.0,2951.0,12.2,3.25,763.42,1.84
386,julho 2017,15 Fumo,Parana,77622.0,,184469.0,2377.0,12.2,3.25,763.42,1.84
387,agosto 2017,1.4 Arroz,Parana,25111.0,,163078.0,6494.0,16.06,95.32,835.3,2.18
388,agosto 2017,1.8 Feijao (1 Safra),Parana,193434.0,,367848.0,1902.0,16.06,95.32,835.3,2.18
389,agosto 2017,1.9 Feijao (2 Safra),Parana,246593.0,,338639.0,1373.0,16.06,95.32,835.3,2.18
390,agosto 2017,1.10 Feijao (3 Safra),Parana,4444.0,,4532.0,1020.0,16.06,95.32,835.3,2.18
391,agosto 2017,1.13 Milho (1 Safra),Parana,512533.0,,4889083.0,9539.0,16.06,95.32,835.3,2.18
392,agosto 2017,1.14 Milho (2 Safra),Parana,2410325.0,,13621499.0,5651.0,16.06,95.32,835.3,2.18
393,agosto 2017,1.15 Soja,Parana,5259903.0,,19647675.0,3735.0,16.06,95.32,835.3,2.18
394,agosto 2017,1.17 Trigo,Parana,962535.0,,2593275.0,2694.0,16.06,95.32,835.3,2.18
395,agosto 2017,15 Fumo,Parana,77622.0,,184469.0,2377.0,16.06,95.32,835.3,2.18
396,setembro 2017,1.4 Arroz,Parana,24989.0,,165347.0,6617.0,18.69,27.66,760.8,1.88
397,setembro 2017,1.8 Feijao (1 Safra),Parana,194108.0,,368207.0,1897.0,18.69,27.66,760.8,1.88
398,setembro 2017,1.9 Feijao (2 Safra),Parana,249085.0,,341784.0,1372.0,18.69,27.66,760.8,1.88
399,setembro 2017,1.10 Feijao (3 Safra),Parana,4432.0,,4370.0,986.0,18.69,27.66,760.8,1.88
400,setembro 2017,1.13 Milho (1 Safra),Parana,513627.0,,4931876.0,9602.0,18.69,27.66,760.8,1.88
401,setembro 2017,1.14 Milho (2 Safra),Parana,2412836.0,,13412478.0,5559.0,18.69,27.66,760.8,1.88
402,setembro 2017,1.15 Soja,Parana,5271629.0,,19817679.0,3759.0,18.69,27.66,760.8,1.88
403,setembro 2017,1.17 Trigo,Parana,962004.0,,2294385.0,2385.0,18.69,27.66,760.8,1.88
404,setembro 2017,15 Fumo,Parana,75038.0,,188117.0,2507.0,18.69,27.66,760.8,1.88
405,outubro 2017,1.4 Arroz,Parana,24989.0,,165347.0,6617.0,16.64,226.74,723.25,1.71
406,outubro 2017,1.8 Feijao (1 Safra),Parana,194108.0,,368207.0,1897.0,16.64,226.74,723.25,1.71
407,outubro 2017,1.9 Feijao (2 Safra),Parana,249085.0,,342152.0,1374.0,16.64,226.74,723.25,1.71
408,outubro 2017,1.10 Feijao (3 Safra),Parana,4432.0,,4370.0,986.0,16.64,226.74,723.25,1.71
409,outubro 2017,1.13 Milho (1 Safra),Parana,513627.0,,4931876.0,9602.0,16.64,226.74,723.25,1.71
410,outubro 2017,1.14 Milho (2 Safra),Parana,2413536.0,,13380366.0,5544.0,16.64,226.74,723.25,1.71
411,outubro 2017,1.15 Soja,Parana,5271629.0,,19817679.0,3759.0,16.64,226.74,723.25,1.71
412,outubro 2017,1.17 Trigo,Parana,961054.0,,2247246.0,2338.0,16.64,226.74,723.25,1.71
413,outubro 2017,15 Fumo,Parana,74965.0,,187897.0,2506.0,16.64,226.74,723.25,1.71
414,novembro 2017,1.4 Arroz,Parana,24989.0,,165347.0,6617.0,20.17,129.34,791.32,1.62
415,novembro 2017,1.8 Feijao (1 Safra),Parana,194108.0,,368207.0,1897.0,20.17,129.34,791.32,1.62
416,novembro 2017,1.9 Feijao (2 Safra),Parana,249085.0,,342152.0,1374.0,20.17,129.34,791.32,1.62
417,novembro 2017,1.10 Feijao (3 Safra),Parana,4432.0,,4370.0,986.0,20.17,129.34,791.32,1.62
418,novembro 2017,1.13 Milho (1 Safra),Parana,513627.0,,4931876.0,9602.0,20.17,129.34,791.32,1.62
419,novembro 2017,1.14 Milho (2 Safra),Parana,2413536.0,,13380366.0,5544.0,20.17,129.34,791.32,1.62
420,novembro 2017,1.15 Soja,Parana,5271629.0,,19817679.0,3759.0,20.17,129.34,791.32,1.62
421,novembro 2017,1.17 Trigo,Parana,961054.0,,2212488.0,2302.0,20.17,129.34,791.32,1.62
422,novembro 2017,15 Fumo,Parana,74965.0,,187897.0,2506.0,20.17,129.34,791.32,1.62
423,dezembro 2017,1.4 Arroz,Parana,24989.0,,165347.0,6617.0,22.01,203.81,864.44,1.63
424,dezembro 2017,1.8 Feijao (1 Safra),Parana,194108.0,,368207.0,1897.0,22.01,203.81,864.44,1.63
425,dezembro 2017,1.9 Feijao (2 Safra),Parana,249085.0,,342152.0,1374.0,22.01,203.81,864.44,1.63
426,dezembro 2017,1.10 Feijao (3 Safra),Parana,4432.0,,4370.0,986.0,22.01,203.81,864.44,1.63
427,dezembro 2017,1.13 Milho (1 Safra),Parana,513627.0,,4931876.0,9602.0,22.01,203.81,864.44,1.63
428,dezembro 2017,1.14 Milho (2 Safra),Parana,2413536.0,,13380366.0,5544.0,22.01,203.81,864.44,1.63
429,dezembro 2017,1.15 Soja,Parana,5271629.0,,19817679.0,3759.0,22.01,203.81,864.44,1.63
430,dezembro 2017,1.17 Trigo,Parana,961054.0,,2212488.0,2302.0,22.01,203.81,864.44,1.63
431,dezembro 2017,15 Fumo,Parana,74965.0,,187897.0,2506.0,22.01,203.81,864.44,1.63
432,janeiro 2018,1.4 Arroz,Parana,23671.0,,159570.0,6741.0,18.82,203.3,791.89,1.41
433,janeiro 2018,1.8 Feijao (1 Safra),Parana,197719.0,,317660.0,1607.0,18.82,203.3,791.89,1.41
434,janeiro 2018,1.9 Feijao (2 Safra),Parana,201923.0,,386914.0,1916.0,18.82,203.3,791.89,1.41
435,janeiro 2018,1.10 Feijao (3 Safra),Parana,4913.0,,5262.0,1071.0,18.82,203.3,791.89,1.41
436,janeiro 2018,1.13 Milho (1 Safra),Parana,333153.0,,2985246.0,8961.0,18.82,203.3,791.89,1.41
437,janeiro 2018,1.14 Milho (2 Safra),Parana,2149640.0,,12278504.0,5712.0,18.82,203.3,791.89,1.41
438,janeiro 2018,1.15 Soja,Parana,5575490.0,,19453171.0,3489.0,18.82,203.3,791.89,1.41
439,janeiro 2018,1.17 Trigo,Parana,1356958.0,,3869723.0,2852.0,18.82,203.3,791.89,1.41
440,janeiro 2018,15 Fumo,Parana,79620.0,,186869.0,2347.0,18.82,203.3,791.89,1.41
441,fevereiro 2018,1.4 Arroz,Parana,23590.0,,149359.0,6331.0,17.62,96.08,756.58,1.47
442,fevereiro 2018,1.8 Feijao (1 Safra),Parana,195889.0,,307975.0,1572.0,17.62,96.08,756.58,1.47
443,fevereiro 2018,1.9 Feijao (2 Safra),Parana,198963.0,,380492.0,1912.0,17.62,96.08,756.58,1.47
444,fevereiro 2018,1.10 Feijao (3 Safra),Parana,4913.0,,5262.0,1071.0,17.62,96.08,756.58,1.47
445,fevereiro 2018,1.13 Milho (1 Safra),Parana,332833.0,,2973351.0,8933.0,17.62,96.08,756.58,1.47
446,fevereiro 2018,1.14 Milho (2 Safra),Parana,2148590.0,,12351205.0,5749.0,17.62,96.08,756.58,1.47
447,fevereiro 2018,1.15 Soja,Parana,5574586.0,,19478376.0,3494.0,17.62,96.08,756.58,1.47
448,fevereiro 2018,1.17 Trigo,Parana,1356958.0,,3869723.0,2852.0,17.62,96.08,756.58,1.47
449,fevereiro 2018,15 Fumo,Parana,79637.0,,188669.0,2369.0,17.62,96.08,756.58,1.47
450,marco 2018,1.4 Arroz,Parana,23835.0,,144483.0,6062.0,19.56,164.32,793.92,1.18
451,marco 2018,1.8 Feijao (1 Safra),Parana,195889.0,,307975.0,1572.0,19.56,164.32,793.92,1.18
452,marco 2018,1.9 Feijao (2 Safra),Parana,200963.0,,384792.0,1915.0,19.56,164.32,793.92,1.18
453,marco 2018,1.10 Feijao (3 Safra),Parana,2653.0,,2855.0,1076.0,19.56,164.32,793.92,1.18
454,marco 2018,1.13 Milho (1 Safra),Parana,328401.0,,2854481.0,8692.0,19.56,164.32,793.92,1.18
455,marco 2018,1.14 Milho (2 Safra),Parana,2154992.0,,12295954.0,5706.0,19.56,164.32,793.92,1.18
456,marco 2018,1.15 Soja,Parana,5552232.0,,19311978.0,3478.0,19.56,164.32,793.92,1.18
457,marco 2018,1.17 Trigo,Parana,1048037.0,,3314981.0,3163.0,19.56,164.32,793.92,1.18
458,marco 2018,15 Fumo,Parana,77800.0,,190254.0,2445.0,19.56,164.32,793.92,1.18
459,abril 2018,1.4 Arroz,Parana,23835.0,,144483.0,6062.0,20.55,22.21,797.46,1.32
460,abril 2018,1.8 Feijao (1 Safra),Parana,195889.0,,307975.0,1572.0,20.55,22.21,797.46,1.32
461,abril 2018,1.9 Feijao (2 Safra),Parana,200963.0,,384792.0,1915.0,20.55,22.21,797.46,1.32
462,abril 2018,1.10 Feijao (3 Safra),Parana,2653.0,,2855.0,1076.0,20.55,22.21,797.46,1.32
463,abril 2018,1.13 Milho (1 Safra),Parana,328401.0,,2822106.0,8593.0,20.55,22.21,797.46,1.32
464,abril 2018,1.14 Milho (2 Safra),Parana,2146432.0,,12243147.0,5704.0,20.55,22.21,797.46,1.32
465,abril 2018,1.15 Soja,Parana,5552520.0,,19266672.0,3470.0,20.55,22.21,797.46,1.32
466,abril 2018,1.17 Trigo,Parana,1042037.0,,3293981.0,3161.0,20.55,22.21,797.46,1.32
467,abril 2018,15 Fumo,Parana,77800.0,,190254.0,2445.0,20.55,22.21,797.46,1.32
468,maio 2018,1.4 Arroz,Parana,23138.0,,131317.0,5675.0,16.89,41.51,871.29,1.6
469,maio 2018,1.8 Feijao (1 Safra),Parana,195889.0,,307975.0,1572.0,16.89,41.51,871.29,1.6
470,maio 2018,1.9 Feijao (2 Safra),Parana,199575.0,,306384.0,1535.0,16.89,41.51,871.29,1.6
471,maio 2018,1.10 Feijao (3 Safra),Parana,3054.0,,3559.0,1165.0,16.89,41.51,871.29,1.6
472,maio 2018,1.13 Milho (1 Safra),Parana,330201.0,,2887598.0,8745.0,16.89,41.51,871.29,1.6
473,maio 2018,1.14 Milho (2 Safra),Parana,2143341.0,,10008123.0,4669.0,16.89,41.51,871.29,1.6
474,maio 2018,1.15 Soja,Parana,5552520.0,,19266672.0,3470.0,16.89,41.51,871.29,1.6
475,maio 2018,1.17 Trigo,Parana,1046060.0,,3304712.0,3159.0,16.89,41.51,871.29,1.6
476,maio 2018,15 Fumo,Parana,77800.0,,190254.0,2445.0,16.89,41.51,871.29,1.6
477,junho 2018,1.4 Arroz,Parana,23138.0,,131317.0,5675.0,14.32,66.4,836.08,1.26
